facility_name,longitude,latitude,description,address1,city,state,fac_zip
X 147,"-73.904289","40.840446",School Based Hospital Extension Clinic,1600 Webster Avenue,Bronx,New York,"10457"
Fresenius Kidney Care - Kings County South,"-73.96977","40.60195",Diagnostic and Treatment Center Extension Clinic,420 Avenue P,Brooklyn,New York,"11223"
Dr. Jacqueline Peek-Davis School/Ronald Edmonds Learning Center II,"-73.919757","40.672854",School Based Hospital Extension Clinic,430 Howard Avenue,Brooklyn,New York,"11233"
NY-Presbyterian Brooklyn Methodist Hospital Infusion Services,"-73.986334","40.672667",Hospital Extension Clinic,343 4th Ave,Brooklyn,New York,"11215"
Metro Community Health Center Queens,"-73.906448","40.735371",Diagnostic and Treatment Center Extension Clinic,51-40 59th Street,Woodside,New York,"11377"
Sheepshead Bay Renal Care Center,"-73.956436","40.581875",Diagnostic and Treatment Center Extension Clinic,26 Brighton 11th Street,Brooklyn,New York,"11235"
Health Center at Tremont,"-73.894638","40.843814",Diagnostic and Treatment Center Extension Clinic,1826 Arthur Avenue,Bronx,New York,"10457"
IDCC Health Services,"-73.982124","40.577976",Diagnostic and Treatment Center Extension Clinic,2846 Stillwell Avenue,Brooklyn,New York,"11224"
Housing Works East 9th Street ADHCP,"-73.976128","40.724564",Diagnostic and Treatment Center Extension Clinic,743-749 East Ninth Street,New York,New York,"10009"
MS 363,"-73.900208","40.859722",School Based Diagnostic and Treatment Center Extension Clinic,120 E 184th St,Bronx,New York,"10453"
Fresnius Kidney Care - Degraw Street,"-73.983553","40.679291",Diagnostic and Treatment Center Extension Clinic,595 Degraw Street,Brooklyn,New York,"11217"
Lower Manhattan Dialysis Center Inc,"-73.974632","40.74432",Diagnostic and Treatment Center,323 East 34th Street,New York,New York,"10016"
Project Renewal Health Ft. Washington,"-73.941462","40.841926",Diagnostic and Treatment Center Extension Clinic,651 W. 168th Street,New York,New York,"10032"
Harlem Clinics #1 #3 #6 #7,"-73.938629","40.804955",Hospital Extension Clinic,103 East 125th Street,New York,New York,"10035"
Upper East Side Dialysis Center,"-73.95359","40.778599",Diagnostic and Treatment Center,210 East 86th Street,New York,New York,"10028"
Long Island Jewish Forest Hills,"-73.851036","40.728745",Hospital,102-01 66th Road,Forest Hills,New York,"11375"
MS145,"-73.915581","40.82591",School Based Hospital Extension Clinic,1000 Teller Avenue,Bronx,New York,"10456"
St. John's Episcopal Hospital Ambulatory Care Center,"-73.754379","40.599712",Hospital Extension Clinic,495 Beach 20th Street,Far Rockaway,New York,"11691"
Liberty Endoscopy Center,"-74.005803","40.709972",Diagnostic and Treatment Center,156 William Street,New York,New York,"10038"
John Adams High School,"-73.83697","40.678603",School Based Hospital Extension Clinic,101-01 Rockaway Blvd,Jamaica,New York,"11417"
The High School of Fashion Industries,"-73.996231","40.745266",School Based Diagnostic and Treatment Center Extension Clinic,225 W 24th Street,New York,New York,"10011"
Lafayette Houses Child Health Clinic,"-73.959892","40.690327",Diagnostic and Treatment Center Extension Clinic,434 Dekalb Avenue,Brooklyn,New York,"11205"
Continuing Treatment Program II,"-73.910518","40.830783",Hospital Extension Clinic,1170 Webster Avenue at 167th Street,Bronx,New York,"10456"
121st Street Family Health Center,"-73.936897","40.800873",Diagnostic and Treatment Center Extension Clinic,219 East 121 Street,New York,New York,"10035"
NYU College of Dentistry - Brooklyn,"-73.983278","40.690733",Diagnostic and Treatment Center Extension Clinic,445 Albee Square West,Brooklyn,New York,"11201"
The New York Proton Center,"-73.934216","40.804313",Diagnostic and Treatment Center,225 East 126th Street,New York,New York,"10035"
Bay Ridge Surgi-Center,"-74.025721","40.630716",Diagnostic and Treatment Center,370 Bay Ridge Parkway,Brooklyn,New York,"11209"
Women's Health & Birthing Pavilion,"-73.910202","40.854454",Diagnostic and Treatment Center Extension Clinic,70 West Burnside Ave,Bronx,New York,"10453"
CASES Family Health Center,"-73.948707","40.808733",Diagnostic and Treatment Center Extension Clinic,2090 Adam Clayton Powell Jr. Boulevard,New York,New York,"10027"
Asian Health Center of Flushing,"-73.82991","40.761761",Diagnostic and Treatment Center Extension Clinic,136-26 37th Avenue 2nd Fl,Flushing,New York,"11354"
NYU Langone Transplant Clinic (Rivergate Extension),"-73.974831","40.744404",Hospital Extension Clinic,"317 East 34th Street, 8th Floor",New York,New York,"10016"
PS 142 - Stranahan,"-74.001602","40.679703",School Based Hospital Extension Clinic,610 Henry Street,Brooklyn,New York,"11231"
Yeled V'Yalda Childhood Center,"-73.980263","40.63599",School Based Diagnostic and Treatment Center Extension Clinic,4001 16th Avenue,Brooklyn,New York,"11218"
Williamsburg Family Health Center,"-73.964531","40.707573",Hospital Extension Clinic,99 Division Avenue,Brooklyn,New York,"11211"
Ralph Avenue Health Center,"-73.922517","40.668624",Diagnostic and Treatment Center Extension Clinic,599 Ralph Avenue,Brooklyn,New York,"11233"
"New York Renal Associates, Inc","-73.908607","40.830688",Diagnostic and Treatment Center,3468 Park Avenue,Bronx,New York,"10468"
Mount Sinai Beth Israel,"-73.981598","40.732666",Hospital,First Ave at 16th Street,New York,New York,"10003"
MMG - Via Verde,"-73.912247","40.819489",Hospital Extension Clinic,730 Brook Avenue,Bronx,New York,"10455"
Hearst Childrens Center,"-73.973465","40.630653",Diagnostic and Treatment Center Extension Clinic,160 Lawrence Avenue,Brooklyn,New York,"11230"
Medisys Family Care Center,"-73.804779","40.70182",Hospital Extension Clinic,149-18 Jamaica Avenue,Queens,New York,"11435"
Crown Heights Child & Adolescent Health Clinic,"-73.935194","40.673428",Diagnostic and Treatment Center Extension Clinic,1218 Prospect Place,Brooklyn,New York,"11213"
NYU Langone Perlmutter Cancer Center - Sunset Park,"-74.021607","40.644977",Hospital Extension Clinic,5718 2nd Avenue,Brooklyn,New York,"11220"
CenterLight Healthcare Diagnostic and Treatment Center,"-73.940445","40.710926",Diagnostic and Treatment Center Extension Clinic,122-140 Bushwick Avenue,Brooklyn,New York,"11206"
PS 57,"-73.941299","40.79755",School Based Diagnostic and Treatment Center Extension Clinic,176 East 115th Street,New York,New York,"10029"
Far Rockaway Treatment Center,"-73.751953","40.605255",Hospital Extension Clinic,1600 Central Avenue,Far Rockaway,New York,"11691"
Chelsea Center for Special Studies,"-73.991699","40.7425",Hospital Extension Clinic,53 West 23rd Street,New York,New York,"10011"
Avicenna ASC,"-73.884028","40.858544",Diagnostic and Treatment Center,2522 Hughes Avenue,Bronx,New York,"10458"
Child Protection Center,"-73.881218","40.878609",Hospital Extension Clinic,3314 Steuben Avenue,Bronx,New York,"10467"
CUHC Mobile Unit,"-73.940964","40.84153",School Based Diagnostic and Treatment Center Extension Clinic,630 West 168th Street,New York,New York,"10032"
East NY Diagnostic & Treatment Center,"-73.895218","40.671932",Diagnostic and Treatment Center,2094 Pitkin Avenue,Brooklyn,New York,"11207"
Health Opportunities High School,"-73.930443","40.815704",School Based Diagnostic and Treatment Center Extension Clinic,350 Gerard Avenue,Bronx,New York,"10453"
Staten Island University Hospital Prince's Bay,"-74.196808","40.516773",Hospital,375 Seguine Avenue,Staten Island,New York,"10309"
CitiMed Surgery Center,"-73.794904","40.704971",Diagnostic and Treatment Center,92-12 165th Street,Jamaica,New York,"11433"
Odyssey House Mabon Clinic,"-73.939314","40.786468",Diagnostic and Treatment Center Extension Clinic,Mabon Bldg #13,Wards Island,New York,"10035"
Intermediate School 218,"-73.930656","40.860695",School Based Diagnostic and Treatment Center Extension Clinic,4600 Broadway,New York,New York,"10040"
Community Healthcare Network,"-73.799408","40.705341",Diagnostic and Treatment Center Extension Clinic,90-04 161 Street,Jamaica,New York,"11432"
"Novo Dialysis Flatlands, LLC","-73.94734","40.62844",Diagnostic and Treatment Center,2306 Nostrand Avenue,Brooklyn,New York,"11210"
P S 8,"-73.936974","40.839252",School Based Diagnostic and Treatment Center Extension Clinic,465 W 167th Street,New York,New York,"10032"
Canarsie Multi Service Center,"-73.898193","40.65073",Hospital Extension Clinic,567 East 105th St,Brooklyn,New York,"11218"
LaProvidencia Family Health Center,"-73.926102","40.697224",Hospital Extension Clinic,1280 DeKalb Avenue,Brooklyn,New York,"11221"
CenterLight Healthcare,"-73.921112","40.662094",Diagnostic and Treatment Center Extension Clinic,205 Rockaway Parkway,Brooklyn,New York,"11212"
NY-Presbyterian Brooklyn Methodist Hospital Cardio-Vascular Services,"-74.026825","40.620693",Hospital Extension Clinic,8721 5th Avenue,Brooklyn,New York,"11209"
Highbride Dialysis,"-73.931777","40.84704",Diagnostic and Treatment Center Extension Clinic,2406 Amsterdam Avenue,New York,New York,"10031"
Montefiore Einstein Center for Heart and Vascular Care at 1628 Eastchester Road,"-73.845207","40.845135",Hospital Extension Clinic,1628 Eastchester Road,Bronx,New York,"10461"
Apex Eye Surgery Center,"-73.837486","40.686443",Diagnostic and Treatment Center,105-12 101st Avenue,Ozone Park,New York,"11416"
Medcare,"-73.817467","40.585808",Diagnostic and Treatment Center Extension Clinic,217 Beach 95th St,Rockaway Beach,New York,"11693"
New York Center For Ambulatory Surgery,"-73.961857","40.763334",Diagnostic and Treatment Center,1210 Second Avenue,New York,New York,"10065"
Richmond Pain Management ASC,"-74.085808","40.5952",Diagnostic and Treatment Center,1360 Hylan Boulevard,Staten Island,New York,"10305"
Nelson Avenue Family Residence,"-73.918961","40.846775",Diagnostic and Treatment Center Extension Clinic,1625-11 Nelson Avenue,Bronx,New York,"10453"
Queens Village Dialysis Center,"-73.731949","40.712254",Diagnostic and Treatment Center Extension Clinic,222-02 Hempstead Avenue,Queens Village,New York,"11429"
Beacon Christian Community Health Center - Annex Site,"-74.157064","40.626499",Diagnostic and Treatment Center Extension Clinic,2031 Forest Avenue,Staten Island,New York,"10303"
Betances Health Center,"-73.919851","40.688325",Diagnostic and Treatment Center Extension Clinic,1427 Broadway,Brooklyn,New York,"11221"
P S 28 Mt Hope Elementary School,"-73.903557","40.848133",School Based Hospital Extension Clinic,1861 Anthony Avenue,Bronx,New York,"10457"
Maimonides Cardiology Outpatient Center,"-74.001915","40.640873",Hospital Extension Clinic,850 49th Street,Brooklyn,New York,"11219"
Lenox Health Greenwich Village,"-74.000488","40.737576",Hospital,30 Seventh Avenue,New York,New York,"10011"
West Side High School,"-73.966492","40.797367",School Based Diagnostic and Treatment Center Extension Clinic,140 West 102nd Street,New York,New York,"10025"
Mott Haven Campus,"-73.923477","40.822781",School Based Hospital Extension Clinic,730 Concourse Village West,Bronx,New York,"10451"
PS 188,"-73.977806","40.719692",School Based Diagnostic and Treatment Center Extension Clinic,442 East Houston St,New York,New York,"10007"
"Sun River Health Sidney R. Baer, Jr.","-73.993941","40.755128",Diagnostic and Treatment Center Extension Clinic,347 West 37th Street,New York,New York,"10018"
The Children's Health Center of the New York Foundling,"-73.920898","40.806316",Diagnostic and Treatment Center,170 Brown Place,Bronx,New York,"10454"
Montefiore Med Park Group Dental,"-73.846794","40.845581",Hospital Extension Clinic,1625 Poplar Street-Suite 225,Bronx,New York,"10461"
SBH Health System,"-73.891014","40.853909",Hospital,4422 Third Avenue,Bronx,New York,"10457"
Sun River Health Inwood,"-73.916435","40.84412",Diagnostic and Treatment Center Extension Clinic,1543-1545 Inwood Avenue,Bronx,New York,"10452"
Fordham-Tremont Comm Mntl Health Center,"-73.904449","40.851776",Hospital Extension Clinic,2021 Grand Concourse,Bronx,New York,"10453"
Morris Heights at Walton Avenue,"-73.903175","40.858597",Diagnostic and Treatment Center Extension Clinic,25 East 183rd Street,Bronx,New York,"10453"
Grand Concourse Dialysis Facility,"-73.909164","40.846325",Diagnostic and Treatment Center,1780 Grand Concourse,Bronx,New York,"10457"
Samaritan Health Village 53rd St,"-73.968307","40.757301",Diagnostic and Treatment Center Extension Clinic,225 East 53rd Street,New York,New York,"10022"
Brooklyn Hospital Center Extension Clinic,"-74.01062","40.635269",Hospital Extension Clinic,771 61st Streete,Brooklyn,New York,"11220"
Staten Island Extension DTC,"-74.090599","40.596214",Diagnostic and Treatment Center Extension Clinic,88 Old Town Road,Staten Island,New York,"10304"
"Carnegie Hill Endoscopy, LLC","-73.950356","40.786766",Diagnostic and Treatment Center,1516 Lexington Avenue,New York,New York,"10029"
Fordham-Tremont Comm Mental Health Center,"-73.899307","40.856369",Hospital Extension Clinic,2250 Ryer Avenue,Bronx,New York,"10458"
First Medcare Primary Care Center,"-73.908173","40.63895",Diagnostic and Treatment Center,8705 Flatlands Avenue,Brooklyn,New York,"11236"
PS 28,"-73.942145","40.831286",School Based Hospital Extension Clinic,475 West 155th Street,Manhattan,New York,"10032"
Kings County Hospital Center,"-73.944099","40.655823",Hospital,451 Clarkson Avenue,Brooklyn,New York,"11203"
Flatlands Dialysis,"-73.957359","40.609398",Diagnostic and Treatment Center Extension Clinic,"1641 East 16th Street, 5th Floor",Brooklyn,New York,"11229"
Mapleton Clinic Treatment Program,"-73.976349","40.626877",Hospital Extension Clinic,1083 Mcdonald Avenue,Brooklyn,New York,"11230"
PS 94 Health Extension Clinic,"-74.008263","40.643711",School Based Hospital Extension Clinic,5010 6th Avenue,Brooklyn,New York,"11220"
New York-Presbyterian Hospital - Columbia Presbyterian Center,"-73.940704","40.841415",Hospital,622 West 168th Street,New York,New York,"10032"
Allhealth D&T Center-Brooklyn2,"-73.960091","40.608746",Diagnostic and Treatment Center,1655 East 13th St,Brooklyn,New York,"11229"
Psychiatric Day Treatment Clinic,"-73.753639","40.604679",Hospital Extension Clinic,20-12 Mott Avenue,Far Rockaway,New York,"11691"
MS 390/PS 396,"-73.913437","40.854355",School Based Diagnostic and Treatment Center Extension Clinic,1930 Andrews Avenue,Bronx,New York,"10453"
P.S. 044 Thomas C. Brown,"-74.15731","40.631687",School Based Hospital Extension Clinic,80 Maple Parkway,Staten Island,New York,"10303"
Bronx Regional High School,"-73.898827","40.823048",School Based Hospital Extension Clinic,1010 Rev J A Polite Avenue,Bronx,New York,"10459"
"La Casa De Salud, Inc. Casa Maria","-73.920654","40.816727",Diagnostic and Treatment Center Extension Clinic,324 East 149th Street,Bronx,New York,"10455"
Interfaith Medical Center-St. Mark's,"-73.958176","40.677261",Hospital Extension Clinic,880 Bergen Street,Brooklyn,New York,"11238"
Prospect Park Dialysis Center,"-73.950774","40.655961",Diagnostic and Treatment Center,672 Parkside Ave,Brooklyn,New York,"11226"
Fort Greene District Health Center,"-73.982254","40.691814",Diagnostic and Treatment Center Extension Clinic,295 Flatbush Avenue Extension,Brooklyn,New York,"11201"
Intermediate School 143 Eleanor Roosevelt,"-73.931534","40.849228",School Based Hospital Extension Clinic,515 West 182nd Street,New York,New York,"10033"
HASC Diagnostic & Treatment Center Inc,"-73.961235","40.619778",Diagnostic and Treatment Center,1221 East 14th St,Brooklyn,New York,"11230"
Main Street Radiology at Bayside,"-73.782974","40.757332",Diagnostic and Treatment Center Extension Clinic,44-01 Francis Lewis Boulevard,Bayside,New York,"11361"
The Door - A Center of Alternatives,"-74.0047","40.724056",Diagnostic and Treatment Center,121 Ave of The Americas,New York,New York,"10013"
Bay Plaza Primary Care Center,"-73.82605","40.869362",Hospital Extension Clinic,2100 Bartow Avenue,Bronx,New York,"10475"
Intermediate School 217 Entrada Academy & Charter School,"-73.893951","40.822426",School Based Hospital Extension Clinic,977 Fox Street,Bronx,New York,"10459"
Institute for Urban Family Health/Sidney Hillman Center,"-73.991905","40.736935",Diagnostic and Treatment Center Extension Clinic,16 East 16th Street,New York,New York,"10003"
P.S./I.S. 157 The Benjamin Health & Science Academy,"-73.95966","40.695276",School Based Hospital Extension Clinic,850 Kent Avenue,Brooklyn,New York,"11205"
Center for Advanced Medicine,"-73.952438","40.791565",Hospital Extension Clinic,5 East 102nd Street,New York,New York,"10029"
CenterLight Healthcare D&TC,"-73.946281","40.786346",Diagnostic and Treatment Center Extension Clinic,216 East 99th Street,New York,New York,"10029"
Avon Foundation Breast Imaging Center,"-73.939713","40.839909",Hospital Extension Clinic,1130 St Nichols Avenue,New York,New York,"10032"
Psychiatric Out-Patient Clinic,"-73.955139","40.788605",Hospital Extension Clinic,1160 Fifth Avenue,New York,New York,"10029"
CHN - Dr. Betty Shabazz Center,"-73.881386","40.669888",Diagnostic and Treatment Center Extension Clinic,999 Blake Avenue,Brooklyn,New York,"11208"
Allerton Dialysis,"-73.867027","40.864861",Diagnostic and Treatment Center Extension Clinic,2554 White Plains Road,Bronx,New York,"10467"
I S 49,"-73.943911","40.709815",School Based Diagnostic and Treatment Center Extension Clinic,223 Graham Avenue,Brooklyn,New York,"11206"
Sunset Park High School,"-74.004845","40.655552",School Based Hospital Extension Clinic,153 35th Street,Brooklyn,New York,"11232"
Beth Jacob Day Care,"-73.988808","40.635853",School Based Diagnostic and Treatment Center Extension Clinic,1363 46th Street,Brooklyn,New York,"11219"
Harlem East Life Plan,"-73.935249","40.800568",Diagnostic and Treatment Center,2367-69 Second Avenue,New York,New York,"10035"
Franklin K Lane,"-73.870239","40.690739",School Based Hospital Extension Clinic,999 Jamaica Avenue,Brooklyn,New York,"11208"
Joseph P. Addabbo Family Health Center,"-74.009979","40.677782",Diagnostic and Treatment Center Extension Clinic,120 Richards Street,Brooklyn,New York,"11231"
NYP/Queens Trude Weishaupt Memorial Satellite Dialysis Center,"-73.796165","40.739449",Hospital Extension Clinic,59-28 174th Street,Fresh Meadows,New York,"11365"
Van Wyck Dialysis,"-73.815544","40.698763",Diagnostic and Treatment Center Extension Clinic,91-30 Van Wyck Expressway,Jamaica,New York,"11418"
"Gramercy Surgery Center, Inc. - Queens","-73.814594","40.739917",Diagnostic and Treatment Center Extension Clinic,59-25 Kissena Boulevard,Flushing,New York,"11355"
Parsons Community Health Center,"-73.800264","40.704076",Diagnostic and Treatment Center Extension Clinic,90-37 Parsons Boulevard,Jamaica,New York,"11432"
GuildCare Manhattan,"-73.98805","40.774257",Diagnostic and Treatment Center Extension Clinic,80 West End Avenue,New York,New York,"10023"
Planned Parenthood Bronx Health Center,"-73.919655","40.816704",Diagnostic and Treatment Center Extension Clinic,349 East 149th Street,Bronx,New York,"10451"
Morris Heights at Melrose Ave,"-73.915123","40.821934",Diagnostic and Treatment Center Extension Clinic,779 Melrose Ave,Bronx,New York,"10451"
General Clinical Research Center,"-73.844528","40.851105",Hospital Extension Clinic,1300 Morris Park Avenue,Bronx,New York,"10461"
Sun River Health Staten Island,"-74.074844","40.638611",Diagnostic and Treatment Center Extension Clinic,57 Bay Street,Staten Island,New York,"10301"
Stevenson Family Health Center,"-73.858223","40.821575",Diagnostic and Treatment Center Extension Clinic,731 White Plains Road,Bronx,New York,"10473"
Medex Diagnostic and Treatment Center,"-73.838135","40.719143",Diagnostic and Treatment Center,111-29 Queens Blvd,Forest Hills,New York,"11375"
J. H. S. 22,"-73.979759","40.718117",School Based Diagnostic and Treatment Center Extension Clinic,111 Columbia Street,New York,New York,"10002"
Medisys Family Care - St. Albans,"-73.781319","40.693756",Hospital Extension Clinic,111-20 Merrick Boulevard,Jamaica,New York,"11433"
CHN - Queens Center,"-73.805733","40.697163",Diagnostic and Treatment Center Extension Clinic,97-04 Sutphin Blvd,Jamaica,New York,"11435"
NYU Langone Health-Cobble Hill,"-73.997478","40.689615",Hospital,83 Amity Street,Brooklyn,New York,"11201"
Lower Eastside Service Center Inc,"-73.983199","40.711055",Diagnostic and Treatment Center,7 Gouverneur Slip East,New York,New York,"10002"
Medisys Family Care Center,"-73.81955","40.702316",Hospital Extension Clinic,133-03 Jamaica Avenue,Jamaica,New York,"11418"
Mobile Eye Clinic,"-73.805962","40.696922",Mobile Diagnostic and Treatment Center Extension Clinic,97-04 Sutphin Boulevard,Jamaica,New York,"11432"
Joseph P Addabbo Family Health Center,"-73.749008","40.607697",Diagnostic and Treatment Center Extension Clinic,1284-1292 Central Aveune,Far Rockaway,New York,"11691"
The Firehouse Health Clinic,"-73.798347","40.705261",Diagnostic and Treatment Center Extension Clinic,89-56 162nd Street,Jamaica,New York,"11432"
Ridgewood Dialysis Center,"-73.91465","40.706997",Diagnostic and Treatment Center,385 Seneca Avenue,Ridgewood,New York,"11354"
Center for Child Health & Resiliency,"-73.901009","40.820988",Hospital Extension Clinic,890 Prospect Avenue,Bronx,New York,"10459"
University Ave Family Practice Center,"-73.904282","40.864326",Hospital Extension Clinic,105 West 188th Street,Bronx,New York,"10468"
New York Medical and Diagnostic Center,"-73.83017","40.713314",Diagnostic and Treatment Center,80-46 Kew Gardens Road,Kew Gardens,New York,"11415"
NEOMY Dialysis Center,"-73.96648","40.630352",Diagnostic and Treatment Center Extension Clinic,1122 Coney Island Avenue,Brooklyn,New York,"11230"
NYU Langone Perlmutter Cancer Center - Rego Park,"-73.85862","40.729031",Hospital Extension Clinic,97-77 Queens Boulevard,Rego Park,New York,"11374"
CS 200/James Mccune Smith,"-73.936646","40.824688",School Based Diagnostic and Treatment Center Extension Clinic,2589 Seventh Avenue,New York,New York,"10039"
Callen-Lorde Bronx,"-73.910583","40.822279",Diagnostic and Treatment Center Extension Clinic,3144 3rd Avenue,Bronx,New York,"10451"
Catherine M. Abate Health Center,"-73.987038","40.720673",Diagnostic and Treatment Center Extension Clinic,150 Essex Street,New York,New York,"10002"
Help Morris Clinic,"-73.910226","40.838911",Diagnostic and Treatment Center Extension Clinic,285 East 171st Street,Bronx,New York,"10452"
P.S. 019 Marino Jeantet,"-73.86672","40.74932",School Based Hospital Extension Clinic,98-02 Roosevelt Avenue,Queens,New York,"11368"
David H. Koch Center For Cancer Care,"-73.951584","40.767588",Hospital,530 East 74th Street,New York,New York,"10021"
Astoria Dialysis Center,"-73.925438","40.756756",Diagnostic and Treatment Center Extension Clinic,34-01 35th Avenue,Astoria,New York,"11106"
CHN Mobile Van V,"-73.80575","40.697155",Mobile Diagnostic and Treatment Center Extension Clinic,97-04 Sutphin Boulevard,Jamaica,New York,"11435"
RUMC-Bayley Seton,"-74.07476","40.621376",Hospital,75 Vanderbilt Avenue,Staten Island,New York,"10304"
FMS-Nephro Care West,"-73.986343","40.673431",Diagnostic and Treatment Center Extension Clinic,358-362 4th Avenue,Brooklyn,New York,"11215"
Kings Harbor Dialysis Center,"-73.829597","40.860195",Diagnostic and Treatment Center,2020 East Gun Hill Road,Bronx,New York,"10469"
Brooklyn Hospital Center - Downtown Campus,"-73.977455","40.689842",Hospital,121 Dekalb Avenue,Brooklyn,New York,"11201"
Castle Hill Medical Center of New York Inc.,"-73.849594","40.826061",Diagnostic and Treatment Center,920 Castle Hill Avenue,Bronx,New York,"10473"
PS/MS 306,"-73.910385","40.851929",School Based Diagnostic and Treatment Center Extension Clinic,40 W Tremont Avenue,Bronx,New York,"10453"
Women's Health Center Ext Clinic,"-73.918465","40.703762",Hospital Extension Clinic,110-112 Wyckoff Avenue,Brooklyn,New York,"11237"
Wards Island Family Health Center,"-73.933804","40.789506",Diagnostic and Treatment Center Extension Clinic,13 Hell Gate Circle,New York,New York,"10035"
Urban Health Plan Extension Clinic,"-73.860298","40.753578",Diagnostic and Treatment Center Extension Clinic,37-12 108th Street,Corona,New York,"11368"
Kew Gardens Dialysis Center,"-73.82888","40.713261",Diagnostic and Treatment Center,120-46 Queens Boulevard,Kew Gardens,New York,"11415"
JHS 117 (Joseph H Wade),"-73.908501","40.848476",School Based Diagnostic and Treatment Center Extension Clinic,1865 Morris Avenue,Bronx,New York,"10453"
Weill Cornell Imaging at NY-WGC,"-73.954811","40.765495",Diagnostic and Treatment Center Extension Clinic,1305 York Avenue,New York,New York,"10021"
Greenpoint Dialysis,"-73.943728","40.707959",Diagnostic and Treatment Center Extension Clinic,146 Meserole Street,Brooklyn,New York,"11206"
Rogosin Institute - Nephrology Foundation of Brooklyn South,"-73.972717","40.607754",Diagnostic and Treatment Center Extension Clinic,1845 Mcdonald Avenue,Brooklyn,New York,"11223"
EMU Health,"-73.855453","40.70208",Diagnostic and Treatment Center,83-40 Woodhaven Boulevard,Glendale,New York,"11385"
Flushing Hospital Medical Center,"-73.815475","40.755531",Hospital,45th Avenue & Parsons Blvd,Flushing,New York,"11355"
M.S. 54 Booker T. Washington,"-73.962509","40.800037",School Based Diagnostic and Treatment Center Extension Clinic,103 West 107th Street,New York,New York,"10025"
Millennium Dialysis,"-73.956863","40.627888",Diagnostic and Treatment Center Extension Clinic,1408 Ocean Avenue,Brooklyn,New York,"11230"
BMS at Genesis,"-73.900291","40.666336",Diagnostic and Treatment Center Extension Clinic,360 Snediker Avenue,East New York,New York,"11207"
Empire State Ambulatory Surgery Center,"-73.874819","40.872658",Diagnostic and Treatment Center,3170 Webster Avenue,Bronx,New York,"10467"
PS 042 Benjamin Altman,"-73.991425","40.716114",School Based Diagnostic and Treatment Center Extension Clinic,71 Hester Street,New York,New York,"10002"
Metropolitan Hospital Center,"-73.94368","40.784775",Hospital,1901 First Avenue,New York,New York,"10029"
Primary Care Clinic,"-74.084381","40.582493",Hospital Extension Clinic,500 Seaview Avenue,Staten Island,New York,"10305"
Morris Heights Counseling Center,"-73.910202","40.854454",Diagnostic and Treatment Center Extension Clinic,70 West Burnside Avenue,Bronx,New York,"10453"
Jonathan Williams Houses Child HC,"-73.958356","40.713296",Diagnostic and Treatment Center Extension Clinic,333 Roebling Street,Brooklyn,New York,"11211"
Medisys Family Care - Hollis Tudors,"-73.756889","40.705929",Hospital Extension Clinic,200-16 Hollis Avenue,Jamaica,New York,"11423"
August Martin High School,"-73.782733","40.674071",School Based Hospital Extension Clinic,156-10 Baisley Blvd.,Jamaica,New York,"11434"
International Community High School,"-73.917847","40.810066",School Based Diagnostic and Treatment Center Extension Clinic,345 Brook Avenue,Bronx,New York,"10454"
ODA Primary Health Care Center,"-73.959806","40.698896",Diagnostic and Treatment Center Extension Clinic,74 Wallabout Street,Brooklyn,New York,"11249"
Beth Israel Med Center 2-C,"-73.98011","40.739075",Hospital Extension Clinic,435 2nd Avenue,New York,New York,"10010"
X198,"-73.900594","40.828532",School Based Hospital Extension Clinic,1180 Tinton Ave,Bronx,New York,"10456"
New York-Presbyterian Hospital - Allen Hospital,"-73.912773","40.872475",Hospital,5141 Broadway,New York,New York,"10034"
"Care for the Homeless, Inc.","-73.786575","40.710953",Diagnostic and Treatment Center Extension Clinic,175-10 88th Avenue,Jamaica,New York,"11432"
NY Hotel Trades Council&Hotel Assoc of NYC Health/Midtown Clinic,"-73.988243","40.764542",Diagnostic and Treatment Center,773-775 9th Avenue,New York,New York,"10019"
X098,"-73.890597","40.836061",School Based Hospital Extension Clinic,1619 Boston Road,Bronx,New York,"10460"
Mobile Dental Unit,"-73.946495","40.807384",Mobile Diagnostic and Treatment Center Extension Clinic,123-125 W. 124th Street,New York,New York,"10027"
The Endoscopy Center of Queens,"-73.913315","40.773632",Diagnostic and Treatment Center,23-25 31st Street,Astoria,New York,"11105"
Clearview Dialysis,"-73.78244","40.755523",Diagnostic and Treatment Center Extension Clinic,45-60 Francis Lewis Boulevard,Bayside,New York,"11361"
NYP/Queens Dental Services Center,"-73.795158","40.739079",Hospital Extension Clinic,"174-11 Horace Harding Expressway, 2nd Floor",Fresh Meadows,New York,"11365"
PS 180 Hugo Newman College Preparatory School,"-73.955772","40.80788",School Based Diagnostic and Treatment Center Extension Clinic,370 West 120th Street,New York,New York,"10027"
Bronx Health Collective,"-73.900787","40.819115",Hospital Extension Clinic,853 Longwood Avenue,Bronx,New York,"10459"
Staten Island University Hospital Prince's Bay,"-74.196808","40.516773",Hospital,375 Seguine Avenue,Staten Island,New York,"10309"
Franklin K Lane,"-73.870239","40.690739",School Based Hospital Extension Clinic,999 Jamaica Avenue,Brooklyn,New York,"11208"
NYU Winthrop NYC Cyberknife,"-73.984766","40.774315",Hospital Extension Clinic,150 Amsterdam Avenue,New York,New York,"10023"
ODA Therapy Center,"-73.958534","40.699875",Diagnostic and Treatment Center Extension Clinic,18 Heyward Street,Brooklyn,New York,"11249"
